"Gene.name","baseMean","log2FoldChange","pvalue","padj","Control_1","Control_2","Activated_1","Activated_2"
"Pole2",91.3841464705343,-0.276832336131121,0.495637100569237,0.684904811775728,67.579,132.161,84.248,81.549
"Sp3",754.610091374349,-0.276841662747936,0.100790506657833,0.240445619604559,797.203,855.984,698.641,666.612
"Itgb1bp2",9.14903456133657,-0.276961415884631,0.799971707853557,NA,6.872,13.129,6.164,10.431
"Dcaf15",190.161449385119,-0.276994375242564,0.297789758785937,0.500243357384975,203.882,212.683,182.88,161.201
"Ube2cbp",6.04374006316294,-0.277030938129694,0.832578079159952,NA,8.018,5.251,6.164,4.741
"Mapre3",19.2338144468014,-0.277238819695364,0.713264250666771,0.839321271722043,22.908,19.255,20.548,14.224
"Higd1a",74.865692145543,-0.27726626111258,0.498320383287878,0.68671984635003,67.579,96.276,61.645,73.963
"Psmd5",190.660992101498,-0.277445131471425,0.293368684672177,0.495643007026465,201.592,216.184,168.496,176.372
"Naaa",199.241937893787,-0.277489001049248,0.299447745886841,0.502232146027582,238.245,198.679,193.154,166.89
"Mxd3",25.0479151719902,-0.277532089838016,0.679975410068945,0.817464611838517,20.617,34.134,23.631,21.809
"Taf12",152.788053337313,-0.277566101852885,0.345684318663815,0.550705621188986,172.956,161.919,152.057,124.219
"1500031L02Rik",18.6747636579628,-0.27760055347953,0.740088818118257,0.856213247474892,13.745,27.132,8.219,25.602
"Pex1",111.611618216696,-0.277622406419997,0.403932297189292,0.608849113044608,128.286,116.407,107.878,93.876
"4930427A07Rik",82.1862327275442,-0.277722361991891,0.490525205770843,0.681397276310322,76.742,103.278,59.59,89.134
"1700020D05Rik",5.01671090251397,-0.278055544269298,0.850012983584202,NA,5.727,5.251,7.192,1.896
"Mosc2",197.54297804182,-0.278138928676006,0.303252633433849,0.506159136793549,190.138,242.441,185.962,171.631
"Flywch1",17.8260157548511,-0.278157821365972,0.724116679910685,0.845701612131384,17.181,21.881,12.329,19.913
"Ankrd39",20.6617451589667,-0.278579800743772,0.704249423603971,0.832690072307402,17.181,28.008,18.493,18.965
"Ccr9",194.222752402259,-0.278583665429983,0.771465861970697,0.873827863104199,336.75,89.274,123.29,227.577
"Hsdl2",245.336791806268,-0.278892098799645,0.242725041739403,0.437875166888085,265.734,272.199,216.784,226.629
"Slc25a28",126.047732208151,-0.279066098671631,0.375890822414172,0.581221931049894,128.286,147.915,116.098,111.892
"Dapk2",4.88978772541355,-0.27923792531711,0.846721703660842,NA,4.582,6.127,4.11,4.741
"Preb",860.431309257702,-0.279289387168801,0.091222895016161,0.223679860052076,931.216,955.761,733.573,821.175
"4931428F04Rik",11.4371455009666,-0.279947881358085,0.77092579343538,NA,13.745,11.378,9.247,11.379
"Wdr73",97.8703155217601,-0.280134274064873,0.426655055341623,0.62764179990709,116.832,98.027,89.385,87.238
"Hbp1",586.856102358911,-0.280134531924971,0.141465279913305,0.304066146289848,578.431,708.069,551.721,509.204
"Faim",215.375685326184,-0.280331091225592,0.265079728870953,0.462565834867758,237.099,235.439,186.989,201.975
"BC030307",6.54735777555304,-0.280476997807874,0.824677352461535,NA,9.163,5.251,5.137,6.638
"Cntln",415.511778092644,-0.28056413131143,0.158283730861931,0.329113696610531,458.163,453.374,387.335,363.175
"Cntrob",162.973757823426,-0.280878309303502,0.353365829662967,0.55875230371317,148.903,208.307,132.536,162.149
"Zfp292",1228.07454429817,-0.281392119823632,0.0895721402575685,0.220681145192231,1414.578,1280.475,1221.595,995.651
"Trim36",333.911620353295,-0.281530636267021,0.197535703445423,0.381784884107809,391.729,341.343,313.361,289.213
"9030025P20Rik",12.1432514871207,-0.281579952210115,0.766524364148265,NA,12.599,14.004,14.384,7.586
"Gstm2",8.40741609945653,-0.281703796771708,0.812219335361267,NA,11.454,7.002,12.329,2.845
"Tbccd1",84.9231203171697,-0.281776483947494,0.454518136077606,0.65310982466225,88.196,98.027,84.248,69.221
"Cox10",105.870614459252,-0.282013919109352,0.41446437934774,0.617167370649357,100.796,131.286,96.577,94.824
"Filip1",2.76016430745204,-0.28202704604339,0.881899354238606,NA,3.436,2.626,3.082,1.896
"Snord38a",2.76016430745204,-0.28202704604339,0.881899354238606,NA,3.436,2.626,3.082,1.896
"Wt1",2.76016430745204,-0.28202704604339,0.881899354238606,NA,3.436,2.626,3.082,1.896
"Epn2",6.4959996951162,-0.282041967538914,0.825384869767667,NA,4.582,9.628,5.137,6.638
"Szt2",686.640038749392,-0.282512541872914,0.109966491825708,0.255144013374038,768.568,738.702,663.709,575.581
"Tox3",10.9650921331446,-0.282520942199586,0.779983417261288,NA,17.181,7.002,9.247,10.431
"Gabpb2",1525.13405666744,-0.282552293114047,0.0823176518293598,0.207576145779203,1608.152,1739.1,1532.901,1220.383
"Ubl7",380.700820413095,-0.282556458758422,0.179612004277757,0.358001258940376,407.765,427.992,314.389,372.658
"Lsm11",54.7711585373027,-0.282584043627004,0.534507574164239,0.714828371441533,60.707,59.516,52.398,46.464
"Tmem160",47.9699544075488,-0.282973799486265,0.559503463652227,0.732636410219337,49.253,56.015,41.097,45.515
"Slc27a4",43.3497317761932,-0.282998409376802,0.588164933260004,0.7537667954579,43.525,51.639,30.822,47.412
"2010320M18Rik",5.39340543780366,-0.283017839517039,0.838971855110729,NA,5.727,6.127,3.082,6.638
"Xrcc6",107.693902494547,-0.283180614007221,0.440514273637905,0.640119534046872,112.25,124.284,71.919,122.323
"Atrip",121.645981089988,-0.283244989706595,0.375020136320598,0.580495711234527,134.013,133.036,117.125,102.41
"Wnt4",12.595511119074,-0.283369238189053,0.763229963167703,NA,9.163,18.38,13.356,9.482
"Snhg3",62.9049345466896,-0.28343826099171,0.505445616108074,0.692456140008932,69.87,68.269,57.535,55.946
"Dnajc24",85.3115854611587,-0.283446556386721,0.444353391293215,0.643583527068518,92.778,94.526,78.083,75.859
"Clcc1",265.986502691998,-0.28363952052979,0.232505958118653,0.425606124416926,318.423,266.073,241.442,238.008
"Hrh2",114.742525948561,-0.284138339440817,0.403266534001104,0.608438212093866,113.395,138.288,118.153,89.134
"Ttll1",24.5678386769987,-0.284665042684219,0.668656669197526,0.809878991213864,28.635,25.382,20.548,23.706
"Hk2",462.176994275128,-0.284849176793731,0.146386655823796,0.311492170995715,473.053,541.773,423.294,410.587
"Gm8221",828.814268867864,-0.285059186531062,0.191939787126027,0.374241129218187,686.099,1133.435,755.149,740.574
"Psip1",781.413041863399,-0.285299101165152,0.102065598399253,0.242260435464309,789.185,926.878,732.546,677.042
"4930455C21Rik",91.6613333925059,-0.285426938303391,0.433984554496297,0.634803494309802,96.214,105.029,91.44,73.963
"Mtmr1",760.437392135501,-0.285432962265026,0.0983463659114944,0.235913680672989,896.854,774.587,690.422,679.887
"Etohd2",44.9006375343012,-0.285700534372273,0.566989944354492,0.738334182857581,46.962,51.639,42.124,38.878
"D18Ertd653e",27.7560556001773,-0.285731730006375,0.659227438766339,0.803669912689146,36.653,24.507,19.521,30.344
"Oraov1",88.651736011211,-0.285797500730184,0.447450379597488,0.646038912725522,82.469,112.031,84.248,75.859
"Csnk1g1",680.024886548103,-0.286002814981943,0.125708730999554,0.280494888345657,688.39,805.22,669.874,556.616
"Snora17",3.2124239394053,-0.286021381408157,0.884899727101093,NA,0,7.002,2.055,3.793
"Snord58b",12.8809218178429,-0.286161534796439,0.769530677308967,NA,16.036,12.253,18.493,4.741
"Ctsl",221.281127277742,-0.286361704604617,0.77080368030315,0.873488258435869,392.875,93.651,152.057,246.542
"Vsig2",34.0539803018875,-0.286504526136442,0.632249480100903,0.784823950719959,35.508,39.386,20.548,40.774
"Usp18",323.96654435847,-0.286582947770085,0.20115455562263,0.386229581896483,326.441,385.105,310.279,274.041
"Tmem20",5.97258824685734,-0.28672993958609,0.830862959475906,NA,3.436,9.628,5.137,5.689
"Fcho1",210.135757367438,-0.286952701074991,0.264810606984537,0.462565834867758,213.046,248.568,192.126,186.803
"9330162B11Rik",3.33934711650572,-0.287033253035792,0.876624713594772,NA,1.145,6.127,5.137,0.948
"Usf1",152.97998734008,-0.287339567839069,0.319545039064292,0.523258830635879,171.811,164.545,142.81,132.753
"Ptpn14",29.3424738340112,-0.287661660772285,0.648710847838691,0.796756896285902,36.653,28.008,19.521,33.188
"Cryba1",14.1063642562443,-0.287975270211425,0.743367898490996,NA,12.599,18.38,10.274,15.172
"Mtbp",169.728884436592,-0.287977946177018,0.315806470372949,0.519218620966786,170.666,202.18,169.523,136.546
"Fam36a",133.337914013421,-0.288059181961634,0.347897973266322,0.553580896650128,144.321,148.791,127.399,112.84
"Rnf17",4.99691716664521,-0.288240633743486,0.841776500495606,NA,5.727,5.251,6.164,2.845
"Gm3219",26.2613863520643,-0.288657060191497,0.653405146987404,0.799631490885059,29.781,28.008,22.603,24.654
"Ufsp2",284.031862430164,-0.288744734961769,0.22623189258501,0.417425656898458,286.352,337.842,281.511,230.422
"Stx2",58.0475145993907,-0.288852380639644,0.515812833067132,0.700225616618577,58.416,69.144,53.426,51.205
"Gpx1",3908.59536141771,-0.28890716322936,0.0460297273196475,0.135832208132318,4579.337,4019.098,3236.353,3799.593
"Zdhhc4",129.393036457198,-0.289020004492948,0.37048233673065,0.576388283949856,121.413,162.794,124.317,109.047
"Mir1907",1.60621196970265,-0.289031649424098,0.912938293080959,NA,0,3.501,1.027,1.896
"Snapin",325.794848458042,-0.289172820086801,0.185339985058153,0.365540474558828,335.604,380.729,293.84,293.006
"Cdyl",214.413128057227,-0.28926852821952,0.264210859332805,0.462565834867758,261.153,210.933,192.126,193.441
"3110056O03Rik",52.7054672420238,-0.289473437394805,0.531985155985554,0.712800889893816,57.27,58.641,50.343,44.567
"Gnpnat1",69.3739208123141,-0.289522137674732,0.48348218946789,0.676250814526231,67.579,84.898,59.59,65.428
"Fam134c",227.517811886942,-0.289784723412373,0.241886160806059,0.437381535638798,240.535,259.946,196.236,213.354
"Slc52a3",5.04827524708206,-0.289804110201837,0.853026265267889,NA,10.309,0.875,6.164,2.845
"Pdhb",437.123736359414,-0.290163865340144,0.147559807871265,0.313311524631402,517.724,444.622,394.527,391.623
"Msrb2",7.23367002583839,-0.290411526009669,0.811898498855739,NA,8.018,7.877,9.247,3.793
"Scnm1",166.650286623293,-0.290646641523747,0.32482986450629,0.528598756526459,178.684,188.176,124.317,175.424
"Glud1",4367.9899242412,-0.290930795214934,0.0252533924302604,0.0854639175873197,5001.993,4612.511,3892.87,3964.586
"Rb1cc1",834.881402975481,-0.291231040647179,0.0819832961163991,0.207051249278236,922.053,915.5,799.328,702.645
"Clns1a",389.485011689316,-0.29133690774661,0.156268477715983,0.325950657749861,421.51,435.869,329.8,370.761
"Fgd1",9.39485778836799,-0.291452772184063,0.78591653125544,NA,13.745,7.002,9.247,7.586
"Gm5465",12.5559236473364,-0.291491114924666,0.755768553066014,NA,9.163,18.38,11.302,11.379
"Slc2a3",1484.14441672984,-0.291729678622808,0.0484731160657181,0.141272334231887,1713.529,1554.425,1332.556,1336.068
"9130011E15Rik",193.857175158602,-0.291841716651719,0.271045781422684,0.469197659020763,201.592,224.936,183.907,164.994
"Paip2",524.72611833028,-0.291872563870616,0.114715030496783,0.262217072029189,594.466,561.028,466.446,476.964
"Zdhhc20",487.305571249533,-0.292155915507042,0.14228119429957,0.305469664871532,490.234,582.034,465.418,411.536
"Gm10791",28.8393212708212,-0.292181286544897,0.646271137205028,0.795156985677394,35.508,28.008,32.877,18.965
"Wdr41",338.081482280757,-0.292233101170255,0.171528178281831,0.347320515014406,357.367,386.856,298.977,309.126
"Arhgap6",773.586031328967,-0.29241235539024,0.0900874586832136,0.221698646050716,916.326,787.715,703.778,686.525
"Fam158a",18.5600762387619,-0.29246079357907,0.702401578177126,0.831870153754543,17.181,23.631,15.411,18.017
"Gm11818",7.73728773822849,-0.292515604216777,0.801306833267516,NA,9.163,7.877,8.219,5.689
"4931440P22Rik",26.1458954993168,-0.292643276784003,0.691158401038819,0.824708048201118,44.671,13.129,28.768,18.017
"Dctd",16.9538642690592,-0.292704414398164,0.712572348302063,NA,17.181,20.131,14.384,16.12
"Eif4ebp1",62.4019196182181,-0.29289446231111,0.504536158712398,0.692028387861662,74.451,63.017,64.727,47.412
"D5Ertd605e",7.68592965779165,-0.292921741111832,0.806810812352575,NA,4.582,12.253,8.219,5.689
"Spc25",67.8757685822434,-0.293145273128488,0.534681203867207,0.714828371441533,68.724,80.522,85.275,36.981
"Ankrd50",230.383578574972,-0.294000841052523,0.275159413709313,0.474498874357368,213.046,294.08,184.934,229.474
"6430531B16Rik",20.2734176496962,-0.29444139721218,0.688551960680732,0.823662035120845,18.327,26.257,18.493,18.017
"Dtymk",174.829469602241,-0.294475129402294,0.301048771766053,0.504448777191284,174.102,210.933,140.756,173.528
"Zfp956",47.1573217640816,-0.294610556923719,0.546506009355077,0.723539035563106,54.98,49.013,40.069,44.567
"BC017647",379.786747048201,-0.295027590731229,0.155207740339633,0.32447146060977,423.801,413.113,362.677,319.556
"Gpn1",189.246381871881,-0.295197552083277,0.284359471559769,0.48505031365242,185.556,231.063,183.907,156.459
"Sft2d3",34.0706293401449,-0.29523712462211,0.60755557518446,0.76852516884321,32.071,42.887,32.877,28.447
"Grap2",106.042078157457,-0.295337283084743,0.395577305926326,0.600180525924354,122.559,111.155,108.906,81.549
"Mettl4",166.540276984022,-0.295558487181421,0.289258110113014,0.490918550345335,191.283,175.923,151.03,147.925
"Fignl1",117.525972995505,-0.295630614271244,0.445207879150187,0.644519170764931,82.469,175.923,114.043,97.669
"Adam22",902.404659355011,-0.295723642117125,0.0660428415781477,0.17691446657173,962.142,1026.656,815.766,805.055
"Ubfd1",544.842064146381,-0.295916864606629,0.111632985565861,0.257631046577541,629.974,571.531,470.555,507.308
"Hace1",126.351811716425,-0.296198717502011,0.350708747384455,0.556011687460238,125.995,152.292,117.125,109.996
"Topbp1",1026.64137761703,-0.296285509736998,0.0720693679584236,0.188354032109434,1040.03,1222.709,891.795,952.032
"Sclt1",132.086399213793,-0.296288934365643,0.341975721413767,0.546698665795836,135.158,155.793,127.399,109.996
"Zfp687",268.890066126575,-0.296518065794414,0.209473321358298,0.397203656620767,298.951,294.08,219.867,262.662
"Gm11648",122.442235216436,-0.296596009329208,0.398775499495889,0.603680126612488,122.559,147.04,137.673,82.497
"5830433M19Rik",78.1116894309001,-0.296877214177279,0.457608656877769,0.655897668689716,72.161,99.777,76.029,64.48
"Zcchc7",668.826177910581,-0.297124145472565,0.0964092488703205,0.232657917801778,789.185,686.188,620.558,579.374
"Neil3",239.013610220209,-0.297486669813759,0.315248805211226,0.518616599370267,190.138,336.092,237.333,192.492
"I730030J21Rik",60.7924360860504,-0.297488834289928,0.497488504638065,0.685975346341821,59.561,74.395,51.371,57.843
"Mrpl33",217.351452779028,-0.297817845660627,0.235321922558198,0.42918243760333,232.518,246.817,189.044,201.027
"Slc25a13",69.7240670673123,-0.297882278763017,0.48284842805457,0.675873961738579,60.707,92.775,64.727,60.687
"Ttll5",198.532440337015,-0.298126999831118,0.268802915214102,0.466507846926364,243.972,194.303,188.017,167.838
"Dis3l",109.889128752229,-0.298373962005292,0.368049534938364,0.573598131490044,122.559,119.908,96.577,100.513
"Wwp1",235.324449946421,-0.298496987248475,0.223455955447414,0.413730796875081,268.025,251.194,222.949,199.13
"Srbd1",177.824416176797,-0.298504848998345,0.285361953252363,0.485981141264399,197.01,195.178,178.77,140.339
"Tmem60",70.3776840250014,-0.299397122818339,0.478477955949509,0.67298775601156,72.161,83.148,50.343,75.859
"Cox18",62.2949278117049,-0.299609715962851,0.492398897703666,0.682466384189331,79.033,58.641,56.508,54.998
"Tcf3",262.404975778333,-0.299706521959597,0.246994350924866,0.443030740405861,249.699,329.09,203.428,267.403
"Tnfrsf23",22.9499937333152,-0.299856882337456,0.671383689645409,0.811150077338887,29.781,21.006,15.411,25.602
"Tmem119",2.74037057158328,-0.299942364609003,0.874689703856696,NA,3.436,2.626,2.055,2.845
"Ttc12",2.74037057158328,-0.299942364609003,0.874689703856696,NA,3.436,2.626,2.055,2.845
"Bhlha15",15.1767283701607,-0.300009288302971,0.74755347515808,NA,24.054,9.628,6.164,20.861
"Nkap",248.215012528391,-0.300068267679668,0.217234042660913,0.406301171295869,250.844,296.706,216.784,228.526
"Erlin1",902.758903419216,-0.300096598599091,0.0805559604214539,0.204418533437716,900.29,1091.423,833.232,786.09
"Mrs2",162.464665754259,-0.300471904207741,0.284792894304438,0.48537094881006,180.974,177.674,148.975,142.236
"Eif2ak4",488.918555390223,-0.300509681264612,0.117596042123,0.266744567976207,522.306,556.652,462.336,414.38
"Tlk1",658.445359270576,-0.300707895562793,0.102930469024361,0.243725851571782,796.058,658.18,614.393,565.15
"5730419I09Rik",727.820094724732,-0.300772445594148,0.0893806300216155,0.22035919159823,742.224,863.861,682.203,622.993
"D5Ertd579e",331.076929450449,-0.300846448274047,0.160325066265619,0.332020921975808,356.222,374.602,293.84,299.643
"Lactb2",65.599100736831,-0.300998846454955,0.471829258001655,0.667435327151454,72.161,72.645,61.645,55.946
"Gpr33",6.11128203265709,-0.301078738467237,0.81903420347575,NA,9.163,4.376,6.164,4.741
"Styx",60.8134984046658,-0.301153984649555,0.52732663066593,0.709120693461968,48.107,85.773,65.754,43.619
"Pla2g7",151.14301110604,-0.301462843538173,0.304883357821439,0.508045133868582,152.339,181.175,133.564,137.495
"Trim44",1285.39676674531,-0.301629661006806,0.0475078190317341,0.139170417406916,1467.266,1371.5,1200.019,1102.802
"Gpaa1",111.742305666856,-0.301874380393495,0.379000478143103,0.584510721493504,106.523,140.038,90.412,109.996
"Fgfr1op",490.466184399235,-0.302106327025636,0.133577095678513,0.29215438673235,594.466,489.259,468.501,409.639
"Slc25a29",9.3794773328572,-0.302129963934265,0.782640339477796,NA,5.727,14.879,10.274,6.638
"Vill",73.2770072674533,-0.302207551756175,0.44649710703728,0.645589564107074,81.324,80.522,66.782,64.48
"Jmjd4",47.4795135213231,-0.302449598977003,0.539288810477573,0.717881013013462,46.962,57.766,47.261,37.93
"Crtc1",148.385790846572,-0.302513195224114,0.304116114097732,0.507078630755846,169.52,158.418,124.317,141.288
"Tmco7",44.7306546733703,-0.302687418371609,0.560355439758953,0.733217374572106,48.107,50.764,29.795,50.257
"Nlrc4",522.352037701038,-0.302690181820843,0.106419030017241,0.249588568128102,545.214,608.291,467.473,468.43
